Title,Price,Link
"Motorola G45 5G (Brilliant Blue, 8GB RAM, 128GB Storage)","11,696",https://www.amazon.in/Motorola-Brilliant-Blue-128GB-Storage/dp/B0DDY9HMJG/ref=sr_1_18?dib=eyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U&dib_tag=se&keywords=phone&qid=1741705671&sr=8-18
"Nothing Phone 2a 5G (White, 8GB RAM, 128GB Storage)","23,879",https://www.amazon.in/Nothing-Phone-White-128GB-Storage/dp/B0CX79ZMDB/ref=sr_1_15?dib=eyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U&dib_tag=se&keywords=phone&qid=1741705676&sr=8-15
CMF BY NOTHING Phone 1 5G (128 GB) (6 GB RAM) (Black),"14,548",https://www.amazon.in/CMF-NOTHING-Phone-128-Black/dp/B0D935PW3P/ref=sr_1_5?dib=eyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U&dib_tag=se&keywords=phone&qid=1741705676&sr=8-5
N/A,"61,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMzQxNjg4NDY3MDIwMDY1OjE3NDE3MDU2Nzc6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDA1NzU5NDUzNzYzMjo6NDo6&url=%2FApple-iPhone-15-128-GB%2Fdp%2FB0CHX3TW6X%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%253Aamzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%26cv_ct_cx%3Dphone%26keywords%3Dphone%26pd_rd_i%3DB0CHX3TW6X%26pd_rd_r%3Db7cffd0a-3d1a-4048-8309-dd04b25204f0%26pd_rd_w%3DEuX4C%26pd_rd_wg%3DEtZFf%26pf_rd_p%3D70fd741c-68a9-470a-9805-115e3115104d%26pf_rd_r%3DGMVTC1F3GTA8E1FH3G6Z%26qid%3D1741705676%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-4-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"OnePlus 12R (Sunset Dune, 8GB RAM, 256GB Storage)","32,999",https://www.amazon.in/OnePlus-Sunset-Dune-256GB-Storage/dp/B0D7W9R1HM/ref=sr_1_4?dib=eyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U&dib_tag=se&keywords=phone&qid=1741705671&sr=8-4
"Apple iPhone
                                        15 (128 GB) - Blue","61,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODg1OTc0MjI4MzEyNTAxOjE3NDE3MDU2NzY6c3BfYnRmOjMwMDA1NzU5NDUzNzUzMjo6MDo6&url=%2FApple-iPhone-15-128-GB%2Fdp%2FB0CHX2F5QT%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U%26dib_tag%3Dse%26keywords%3Dphone%26qid%3D1741705676%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; White","72,900",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3Njk4NzkzOTE1NzM5NzkzOjE3NDE3MDU2NzE6c3BfbXRmOjMwMDM1MTQ4MTk4MDMzMjo6MDo6&url=%2FiPhone-16-128-GB-Control%2Fdp%2FB0DGHZWBYB%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U%26dib_tag%3Dse%26keywords%3Dphone%26qid%3D1741705671%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Lava O3 (Glossy White, 4 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box","6,199",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3Njk4NzkzOTE1NzM5NzkzOjE3NDE3MDU2NzE6c3BfbXRmOjMwMDQ1OTQ3MTI1OTIzMjo6MDo6&url=%2FLava-Glossy-White-Fingerprint-Phone-Cover%2Fdp%2FB0DFH5PZLB%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U%26dib_tag%3Dse%26keywords%3Dphone%26qid%3D1741705671%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"iPhone 16 Pro Max 256 GB: 5G Mobile Phone with Camera Control, 4K 120 fps Dolby Vision and a Huge Leap in Battery Life. Works with AirPods; Black Titanium","1,35,900",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4ODg1OTc0MjI4MzEyNTAxOjE3NDE3MDU2NzY6c3BfYnRmOjMwMDM1NTM0ODg1NzAzMjo6MDo6&url=%2FiPhone-16-Pro-Max-256%2Fdp%2FB0DGJJM5HZ%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U%26dib_tag%3Dse%26keywords%3Dphone%26qid%3D1741705676%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
POCO C61 Ethereal Blue 4GB RAM 64GB ROM,"5,899",https://www.amazon.in/POCO-C61-Ethereal-Blue-64GB/dp/B0CYBLHZPW/ref=sr_1_3?dib=eyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U&dib_tag=se&keywords=phone&qid=1741705671&sr=8-3
"Samsung Galaxy A05 (Light Green, 6GB, 128GB Storage) | 50 MP Main Camera | Upto 12GB RAM with RAM Plus | MediaTek Helio G85 | 5000 mAh Battery","8,290",https://www.amazon.in/Samsung-Galaxy-Storage-MediaTek-Battery/dp/B0CJ2DVN1Q/ref=sr_1_6?dib=eyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U&dib_tag=se&keywords=phone&qid=1741705676&sr=8-6
N/A,"44,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMzQxNjg4NDY3MDIwMDY1OjE3NDE3MDU2Nzc6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDc5NjgyODUxMTAzOjowOjo&url=%2FApple-iPhone-13-128GB-Midnight%2Fdp%2FB09G9HD6PD%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%253Aamzn1.sym.70fd741c-68a9-470a-9805-115e3115104d%26cv_ct_cx%3Dphone%26keywords%3Dphone%26pd_rd_i%3DB09G9HD6PD%26pd_rd_r%3Db7cffd0a-3d1a-4048-8309-dd04b25204f0%26pd_rd_w%3DEuX4C%26pd_rd_wg%3DEtZFf%26pf_rd_p%3D70fd741c-68a9-470a-9805-115e3115104d%26pf_rd_r%3DGMVTC1F3GTA8E1FH3G6Z%26qid%3D1741705676%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-1-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"Samsung Galaxy M16 5G (Mint Green, 8GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | Super Amoled Display | 25W Fast Charging | 6 Gen. of OS Upgrades | Without Charger","15,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3Njk4NzkzOTE1NzM5NzkzOjE3NDE3MDU2NzE6c3BfYXRmOjMwMDQ5NzEzNjkzODUzMjo6MDo6&url=%2FSamsung-MediaTek-Dimensity-Charging-Upgrades%2Fdp%2FB0DX6NWSRL%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U%26dib_tag%3Dse%26keywords%3Dphone%26qid%3D1741705671%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
"Nothing Phone (2a) 5G (Black, 8GB RAM, 128GB Storage) | 6.7"" AMOLED Display | 50MP (OIS) + 50 MP | 32 MP Front | Mediatek Dimensity 7200 Pro Processor | Glyph Interface | 45 W Charging 100% in 59 mins","19,865",https://www.amazon.in/Nothing-Phone-Black-128GB-Storage/dp/B0CX7G9PZ4/ref=sr_1_7?dib=eyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U&dib_tag=se&keywords=phone&qid=1741705676&sr=8-7
POCO C61 Ethereal Blue 4GB RAM 64GB ROM,"5,899",https://www.amazon.in/POCO-C61-Ethereal-Blue-64GB/dp/B0CYBLHZPW/ref=sr_1_3?dib=eyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U&dib_tag=se&keywords=phone&qid=1741705676&sr=8-3
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 8GB RAM, 128GB Storage)","15,628",https://www.amazon.in/OnePlus-Nord-Pastel-128GB-Storage/dp/B0BY8JZ22K/ref=sr_1_13?dib=eyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U&dib_tag=se&keywords=phone&qid=1741705671&sr=8-13
"Redmi A4 5G (Starry Black, 4GB RAM, 64GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","8,299",https://www.amazon.in/Redmi-Storage-Segment-Largest-Charging/dp/B0DLW1L5PR/ref=sr_1_20?dib=eyJ2IjoiMSJ9.o0usJmLd5QiOfJK0_XCr8f3CkB7i2mUViRhasbYYaywAFpqhS1nh9VA2oXat8OXKjewKceyPvBHZVMSh-s4-Kq11q4qTp7fjIfzz8Pq6U-R56FoNVk5gTMTxsmNQQZGwT702UP6L2vkP3y60HMtdC4ip0fmy_xfaJo6MX0XY2jnhBEbwNrtur7jNU3hbK9hCyUXwSZuElwuX7OaJ_AoZ7LizpCDU2D_kANvmN0as7Ig.Pkk3L60srRZ6LU9PR90AKDmaGWiOEkWWCtgXJ4h2Y2U&dib_tag=se&keywords=phone&qid=1741705676&sr=8-20
